【整租】和丰公寓 西丽 大磡商业街,西丽,1200-1800,http://sz.58.com/pinpaigongyu/33373478245164x.shtml?psid=149224196199441681017481260
【整租】西乡 糖果公寓 1室0厅,【整租】西乡,1280,http://sz.58.com/pinpaigongyu/33275149195720x.shtml?psid=149224196199441681017481260
【整租】具客青年公寓 坂田 具客青年公寓,坂田,1180-1380,http://sz.58.com/pinpaigongyu/33477032996807x.shtml?psid=149224196199441681017481260
【整租】西乡 固戍华庭 1室0厅,固戍华庭,1000,http://sz.58.com/pinpaigongyu/33368032516013x.shtml?psid=149224196199441681017481260
【整租】西丽 大磡和丰公寓 1室0厅,【整租】西丽,1200,http://sz.58.com/pinpaigongyu/33388090670399x.shtml?psid=149224196199441681017481260
【整租】车公庙 车公庙地铁站 1室1厅,车公庙地铁站,1250,http://sz.58.com/pinpaigongyu/33390215279156x.shtml?psid=149224196199441681017481260
【整租】西乡 碧海湾花园 1室0厅,碧海湾花园,1080,http://sz.58.com/pinpaigongyu/33465390668098x.shtml?psid=149224196199441681017481260
【整租】科技园 深南花园 1室0厅,深南花园,1100,http://sz.58.com/pinpaigongyu/33421648836150x.shtml?psid=149224196199441681017481260
【整租】沙井 中亚硅谷海岸 1室0厅,中亚硅谷海岸,1200,http://sz.58.com/pinpaigongyu/32603114563790x.shtml?psid=149224196199441681017481260
【整租】西乡 固戍福华大厦 1室0厅,固戍福华大厦,1280,http://sz.58.com/pinpaigongyu/32646157345097x.shtml?psid=149224196199441681017481260
【整租】冠寓 横岗 横岗店,横岗,1500-2200,http://sz.58.com/pinpaigongyu/32923107015363x.shtml?psid=149224196199441681017481260
【整租】大芬村 大芬油画苑 1室1厅,大芬油画苑,1000,http://sz.58.com/pinpaigongyu/32725006963633x.shtml?psid=149224196199441681017481260
【整租】魔方公寓（深圳） 平湖 平安大道店,平湖,1300-1880,http://sz.58.com/pinpaigongyu/33443692242872x.shtml?psid=149224196199441681017481260
【整租】西乡 豪业华庭 1室0厅,豪业华庭,1500,http://sz.58.com/pinpaigongyu/31640656200256x.shtml?psid=149224196199441681017481260
【整租】西乡 西乡海乐花园 1室0厅,西乡海乐花园,1280,http://sz.58.com/pinpaigongyu/33465388555189x.shtml?psid=194635796199441681049294244
【整租】西乡 固戍地铁站A出口 1室0厅,固戍地铁站A出口,1000,http://sz.58.com/pinpaigongyu/33354834041007x.shtml?psid=194635796199441681049294244
【整租】西乡 西乡海乐花园 1室1厅,西乡海乐花园,1380,http://sz.58.com/pinpaigongyu/33429787161676x.shtml?psid=194635796199441681049294244
【整租】光明新区 窝潮梦享社区光明 1室1厅,窝潮梦享社区光明,1380,http://sz.58.com/pinpaigongyu/32403781009198x.shtml?psid=194635796199441681049294244
【整租】西丽 麒麟公寓 1室1厅,【整租】西丽,1050,http://sz.58.com/pinpaigongyu/31843313382468x.shtml?psid=194635796199441681049294244
【整租】宝安 好住公寓 1室0厅,【整租】宝安,1380,http://sz.58.com/pinpaigongyu/33351601507373x.shtml?psid=194635796199441681049294244
【整租】沙井 沙井富居 1室0厅,沙井富居,1500,http://sz.58.com/pinpaigongyu/33323899932871x.shtml?psid=194635796199441681049294244
【整租】西乡 固戍花园 1室0厅,固戍花园,1000,http://sz.58.com/pinpaigongyu/33399043657285x.shtml?psid=194635796199441681049294244
【整租】蛇口 南山大厦 1室0厅,南山大厦,1000,http://sz.58.com/pinpaigongyu/33375051593655x.shtml?psid=194635796199441681049294244
【整租】后海 后海花园 1室0厅,后海花园,1000,http://sz.58.com/pinpaigongyu/33297956341676x.shtml?psid=194635796199441681049294244
【整租】优家青年公寓 坂田 优家青年公寓,坂田,1350-1650,http://sz.58.com/pinpaigongyu/30056082010051x.shtml?psid=194635796199441681049294244
【整租】宇恒公寓 松岗 宇恒公寓,松岗,1400,http://sz.58.com/pinpaigongyu/29385105169970x.shtml?psid=194635796199441681049294244
【整租】Here house公寓 龙岗中心城 爱联店,【整租】Here,1400-2300,http://sz.58.com/pinpaigongyu/32944677045951x.shtml?psid=194635796199441681049294244
【整租】益安公寓 西乡 益安之家,西乡,1100-1480,http://sz.58.com/pinpaigongyu/32721176231620x.shtml?psid=194635796199441681049294244
【整租】ID青年公寓 西乡 ID青年公寓,西乡,1380-1388,http://sz.58.com/pinpaigongyu/31530689884486x.shtml?psid=194635796199441681049294244
【整租】U港公寓 新安 富源店,新安,1180-1780,http://sz.58.com/pinpaigongyu/31839402457778x.shtml?psid=194635796199441681049294244
【整租】西乡 固戍花园 1室1厅,固戍花园,1200,http://sz.58.com/pinpaigongyu/33221627820608x.shtml?psid=194635796199441681049294244
【整租】华侨城 华侨城地铁站 1室1厅,华侨城地铁站,1230,http://sz.58.com/pinpaigongyu/33390248865342x.shtml?psid=139221058199441681084358681
【整租】西乡 西乡地铁站 1室1厅,西乡地铁站,1000,http://sz.58.com/pinpaigongyu/33388219092013x.shtml?psid=139221058199441681084358681
【整租】西丽 麒麟公寓 1室1厅,【整租】西丽,1000,http://sz.58.com/pinpaigongyu/31844894569802x.shtml?psid=139221058199441681084358681
【整租】和丰公寓 西丽 大磡商业街,西丽,1200-1800,http://sz.58.com/pinpaigongyu/33373478245164x.shtml?psid=139221058199441681084358681
【整租】横岗 六约新村 1室1厅,六约新村,1180,http://sz.58.com/pinpaigongyu/33296716845099x.shtml?psid=139221058199441681084358681
【整租】深大北门 深大地铁站 1室0厅,深大地铁站,1000,http://sz.58.com/pinpaigongyu/33484583772876x.shtml?psid=139221058199441681084358681
【整租】西乡 西乡海乐花园 1室1厅,西乡海乐花园,1500,http://sz.58.com/pinpaigongyu/33468148166327x.shtml?psid=139221058199441681084358681
【整租】西丽 麒麟公寓 1室1厅,【整租】西丽,1000,http://sz.58.com/pinpaigongyu/31841116694455x.shtml?psid=139221058199441681084358681
【整租】宝安中心区 十六号公寓 1室0厅,【整租】宝安中心区,1000,http://sz.58.com/pinpaigongyu/33422498447147x.shtml?psid=139221058199441681084358681
【整租】西乡 固戍地铁站A出口 1室1厅,固戍地铁站A出口,1300,http://sz.58.com/pinpaigongyu/33367980691006x.shtml?psid=139221058199441681084358681
【整租】西乡 固戍红湾新村 1室1厅,固戍红湾新村,1500,http://sz.58.com/pinpaigongyu/33179945287987x.shtml?psid=139221058199441681084358681
【整租】优家青年公寓 坂田 优家青年公寓,坂田,1350-1650,http://sz.58.com/pinpaigongyu/30056082010051x.shtml?psid=139221058199441681084358681
【整租】优家青年公寓 坂田 优家青年公寓,坂田,1500-1850,http://sz.58.com/pinpaigongyu/30026892729788x.shtml?psid=139221058199441681084358681
【整租】ID青年公寓 西乡 ID青年公寓,西乡,1480-1888,http://sz.58.com/pinpaigongyu/31530723821387x.shtml?psid=139221058199441681084358681
【整租】十六号公寓 西乡 西乡精品公寓,西乡,1380-1980,http://sz.58.com/pinpaigongyu/32532987409337x.shtml?psid=139221058199441681084358681
【整租】横岗 荣德国际城市综合 1室1厅,荣德国际城市综合,1000,http://sz.58.com/pinpaigongyu/32725028884666x.shtml?psid=139221058199441681084358681
【整租】科技园 麒麟公寓 1室1厅,【整租】科技园,1000,http://sz.58.com/pinpaigongyu/31844823634109x.shtml?psid=190114988199441681116406907
【整租】大芬村 大芬油画苑 1室1厅,大芬油画苑,1150,http://sz.58.com/pinpaigongyu/33267255968078x.shtml?psid=190114988199441681116406907
【整租】西乡 碧海湾青年公寓 1室1厅,【整租】西乡,1380,http://sz.58.com/pinpaigongyu/33465278049864x.shtml?psid=190114988199441681116406907
【整租】西乡 固戍花园 1室0厅,固戍花园,1000,http://sz.58.com/pinpaigongyu/33306699025870x.shtml?psid=190114988199441681116406907
【整租】西丽 麒麟公寓 1室1厅,【整租】西丽,1000,http://sz.58.com/pinpaigongyu/31844275263678x.shtml?psid=190114988199441681116406907
【整租】西乡 碧海湾单身公寓 1室0厅,【整租】西乡,1080,http://sz.58.com/pinpaigongyu/33465069324998x.shtml?psid=190114988199441681116406907
【整租】西乡 西乡单身公寓 1室0厅,【整租】西乡,1280,http://sz.58.com/pinpaigongyu/33465017495877x.shtml?psid=190114988199441681116406907
【整租】科技园 高新园地铁站 1室1厅,高新园地铁站,1100,http://sz.58.com/pinpaigongyu/33388305124683x.shtml?psid=190114988199441681116406907
【整租】科技园 麒麟公寓 1室1厅,【整租】科技园,1050,http://sz.58.com/pinpaigongyu/31845452277686x.shtml?psid=190114988199441681116406907
【整租】横岗 荣德国际城市综合 1室1厅,荣德国际城市综合,1100,http://sz.58.com/pinpaigongyu/33277487379130x.shtml?psid=190114988199441681116406907
【整租】龙岗中心城 深圳i梦i创公寓 1室1厅,【整租】龙岗中心城,1280,http://sz.58.com/pinpaigongyu/33253307026999x.shtml?psid=190114988199441681116406907
【整租】Here house公寓 龙岗中心城 爱联店,【整租】Here,1400-2300,http://sz.58.com/pinpaigongyu/32944677045951x.shtml?psid=190114988199441681116406907
【整租】ID青年公寓 西乡 ID青年公寓,西乡,1380-2388,http://sz.58.com/pinpaigongyu/31530722545101x.shtml?psid=190114988199441681116406907
【整租】益安公寓 西乡 益安之家,西乡,1100-1480,http://sz.58.com/pinpaigongyu/32721176231620x.shtml?psid=190114988199441681116406907
【整租】魔方公寓（深圳） 平湖 平安大道店,平湖,1300-1880,http://sz.58.com/pinpaigongyu/33450948219955x.shtml?psid=190114988199441681116406907
【整租】西乡 固戍福华大厦 1室0厅,固戍福华大厦,1180,http://sz.58.com/pinpaigongyu/32636788984747x.shtml?psid=189837591199441681423380972
【整租】科技园 科技园公寓 1室0厅,【整租】科技园,1000,http://sz.58.com/pinpaigongyu/33465296894778x.shtml?psid=189837591199441681423380972
【整租】沙井 塘尾HOLD住 1室0厅,塘尾HOLD住,1250,http://sz.58.com/pinpaigongyu/32967984832175x.shtml?psid=189837591199441681423380972
【整租】白石洲 白石洲地铁站 1室1厅,白石洲地铁站,1200,http://sz.58.com/pinpaigongyu/33390161113393x.shtml?psid=189837591199441681423380972
【整租】西乡 固戍地铁 1室0厅,固戍地铁,1480,http://sz.58.com/pinpaigongyu/33429607569727x.shtml?psid=189837591199441681423380972
【整租】西乡 固戍一路83号小 1室1厅,固戍一路83号小,1250,http://sz.58.com/pinpaigongyu/33341203766314x.shtml?psid=189837591199441681423380972
【整租】福永 立新湖花园 1室0厅,立新湖花园,1480,http://sz.58.com/pinpaigongyu/33324500895160x.shtml?psid=189837591199441681423380972
【整租】西乡 后瑞华庭 1室0厅,后瑞华庭,1000,http://sz.58.com/pinpaigongyu/33310574151619x.shtml?psid=189837591199441681423380972
【整租】前海 前海壹号 1室0厅,前海壹号,1500,http://sz.58.com/pinpaigongyu/33474899345986x.shtml?psid=189837591199441681423380972
【整租】西乡 固戍福华大厦 1室1厅,固戍福华大厦,1200,http://sz.58.com/pinpaigongyu/33451423070654x.shtml?psid=189837591199441681423380972
【整租】礼寓公寓 宝安中心区 礼寓凉庭中院,宝安中心区,1480-1680,http://sz.58.com/pinpaigongyu/32625077269692x.shtml?psid=189837591199441681423380972
【整租】ID青年公寓 西乡 ID青年公寓,西乡,1380-1388,http://sz.58.com/pinpaigongyu/31530689884486x.shtml?psid=189837591199441681423380972
【整租】西乡 固戍华庭 1室0厅,固戍华庭,1500,http://sz.58.com/pinpaigongyu/31617951060034x.shtml?psid=189837591199441681423380972
【整租】U港公寓 桃源居 桃源居店,桃源居,1180-1780,http://sz.58.com/pinpaigongyu/31729692526280x.shtml?psid=189837591199441681423380972
【整租】西乡 海滨新村 1室1厅,海滨新村,1200,http://sz.58.com/pinpaigongyu/33450896451269x.shtml?psid=187843584199441681461787987
【整租】西乡 固戍地铁站 1室1厅,固戍地铁站,1300,http://sz.58.com/pinpaigongyu/33364958909997x.shtml?psid=187843584199441681461787987
【整租】横岗 志健时代广场 1室1厅,志健时代广场,1150,http://sz.58.com/pinpaigongyu/33296688812224x.shtml?psid=187843584199441681461787987
【整租】西乡 固戍华庭 1室0厅,固戍华庭,1200,http://sz.58.com/pinpaigongyu/33364819220027x.shtml?psid=187843584199441681461787987
【整租】科技园 麒麟公寓 1室1厅,【整租】科技园,1000,http://sz.58.com/pinpaigongyu/31843124950459x.shtml?psid=187843584199441681461787987
【整租】白石洲 白石洲青年公寓 1室0厅,【整租】白石洲,1000,http://sz.58.com/pinpaigongyu/33465281609925x.shtml?psid=187843584199441681461787987
【整租】西乡 坪洲地铁站 1室1厅,坪洲地铁站,1200,http://sz.58.com/pinpaigongyu/33407418626633x.shtml?psid=187843584199441681461787987
【整租】桂庙路口 南山地铁站 1室0厅,南山地铁站,1000,http://sz.58.com/pinpaigongyu/33485798002357x.shtml?psid=187843584199441681461787987
【整租】宝安中心区 宝安中心单身公寓 1室0厅,【整租】宝安中心区,1080,http://sz.58.com/pinpaigongyu/33465410575532x.shtml?psid=187843584199441681461787987
【整租】沙井 深航幸福花园 1室0厅,深航幸福花园,1300,http://sz.58.com/pinpaigongyu/32882169196079x.shtml?psid=187843584199441681461787987
【整租】魔方公寓（深圳） 平湖 平安大道店,平湖,1300-1880,http://sz.58.com/pinpaigongyu/33387977937461x.shtml?psid=187843584199441681461787987
【整租】魔方公寓（深圳） 平湖 平安大道店,平湖,1300-2000,http://sz.58.com/pinpaigongyu/33410679356732x.shtml?psid=187843584199441681461787987
【整租】西乡 苏鹿公寓固戍店 1室0厅,【整租】西乡,1450,http://sz.58.com/pinpaigongyu/33407771980969x.shtml?psid=187843584199441681461787987
【整租】U港公寓 桃源居 桃源居店,桃源居,1280-1780,http://sz.58.com/pinpaigongyu/31751766936627x.shtml?psid=187843584199441681461787987
【整租】龙岗中心城 i梦i创社区 1室0厅,i梦i创社区,1080,http://sz.58.com/pinpaigongyu/31231896330438x.shtml?psid=187843584199441681461787987
【整租】西乡 固戍红湾新村 1室1厅,固戍红湾新村,1500,http://sz.58.com/pinpaigongyu/33353105600556x.shtml?psid=187843584199441681461787987
【整租】福永 永福路79号小区 1室0厅,永福路79号小区,1480,http://sz.58.com/pinpaigongyu/33323817220149x.shtml?psid=102346823199441681498189414
【整租】西乡 客邨公寓 1室0厅,【整租】西乡,1280,http://sz.58.com/pinpaigongyu/32424397720644x.shtml?psid=102346823199441681498189414
【整租】宝安 宝安地铁站 1室0厅,宝安地铁站,1000,http://sz.58.com/pinpaigongyu/33484720051397x.shtml?psid=102346823199441681498189414
【整租】西乡 万象新天 1室0厅,万象新天,1000,http://sz.58.com/pinpaigongyu/33485716428975x.shtml?psid=102346823199441681498189414
【整租】西乡 固戍地铁站A出口 1室1厅,固戍地铁站A出口,1250,http://sz.58.com/pinpaigongyu/33484888500808x.shtml?psid=102346823199441681498189414
【整租】丹竹头 丹竹头老围小区 1室1厅,丹竹头老围小区,1200,http://sz.58.com/pinpaigongyu/33267208369463x.shtml?psid=102346823199441681498189414
【整租】西乡 深圳市宝安西乡银 1室0厅,深圳市宝安西乡银,1350,http://sz.58.com/pinpaigongyu/32391503648707x.shtml?psid=102346823199441681498189414
【整租】福永 鸿德园 1室1厅,鸿德园,1100,http://sz.58.com/pinpaigongyu/33468086162987x.shtml?psid=102346823199441681498189414
【整租】福永 桥头紫丽阁宾馆 1室1厅,桥头紫丽阁宾馆,1100,http://sz.58.com/pinpaigongyu/33366369024831x.shtml?psid=102346823199441681498189414
【整租】福永 hold住社区公 1室0厅,hold住社区公,1200,http://sz.58.com/pinpaigongyu/32965606435019x.shtml?psid=102346823199441681498189414
【整租】西乡 固戍红湾新村 1室1厅,固戍红湾新村,1500,http://sz.58.com/pinpaigongyu/33278459158095x.shtml?psid=102346823199441681498189414
【整租】宇恒公寓 松岗 宇恒公寓,松岗,1480,http://sz.58.com/pinpaigongyu/30841177362986x.shtml?psid=102346823199441681498189414
【整租】大芬村 艺术大厦 1室0厅,艺术大厦,1000,http://sz.58.com/pinpaigongyu/33221528889017x.shtml?psid=102346823199441681498189414
【整租】优家青年公寓 坂田 优家青年公寓,坂田,1500-1850,http://sz.58.com/pinpaigongyu/30026892729788x.shtml?psid=102346823199441681498189414
【整租】魔方公寓（深圳） 平湖 平安大道店,平湖,1300-1880,http://sz.58.com/pinpaigongyu/33388016408233x.shtml?psid=102346823199441681498189414
【整租】宝安中心区 富通好旺角一期 1室0厅,富通好旺角一期,1500,http://sz.58.com/pinpaigongyu/31618721798588x.shtml?psid=102346823199441681498189414
【整租】沙井 沙井富居 1室0厅,沙井富居,1000,http://sz.58.com/pinpaigongyu/33423097702190x.shtml?psid=199535608199441681535249134
【整租】西乡 固戍 1室0厅,固戍,1000,http://sz.58.com/pinpaigongyu/33365149428781x.shtml?psid=199535608199441681535249134
【整租】西乡 深大地铁站 1室1厅,深大地铁站,1300,http://sz.58.com/pinpaigongyu/33389043311816x.shtml?psid=199535608199441681535249134
【整租】福永 Hold住国际青 1室0厅,Hold住国际青,1500,http://sz.58.com/pinpaigongyu/32558636707116x.shtml?psid=199535608199441681535249134
【整租】西乡 宝安碧海名园 1室0厅,宝安碧海名园,1500,http://sz.58.com/pinpaigongyu/33466750317253x.shtml?psid=199535608199441681535249134
【整租】西乡 西乡海乐花园 1室0厅,西乡海乐花园,1100,http://sz.58.com/pinpaigongyu/33376495492168x.shtml?psid=199535608199441681535249134
【整租】西丽 麒麟公寓 1室0厅,【整租】西丽,1200,http://sz.58.com/pinpaigongyu/33465337879995x.shtml?psid=199535608199441681535249134
【整租】科技园 科技园小区 1室1厅,科技园小区,1300,http://sz.58.com/pinpaigongyu/33259255402446x.shtml?psid=199535608199441681535249134
【整租】西乡 碧海湾花园 1室1厅,碧海湾花园,1500,http://sz.58.com/pinpaigongyu/33263403761605x.shtml?psid=199535608199441681535249134
【整租】ID青年公寓 西乡 ID青年公寓,西乡,1480-1888,http://sz.58.com/pinpaigongyu/31530723821387x.shtml?psid=199535608199441681535249134
【整租】龙岗中心城 深圳i梦i创公寓 1室1厅,【整租】龙岗中心城,1280,http://sz.58.com/pinpaigongyu/33253283798736x.shtml?psid=199535608199441681535249134
【整租】魔方公寓（深圳） 平湖 平安大道店,平湖,1300-1800,http://sz.58.com/pinpaigongyu/33443683022798x.shtml?psid=199535608199441681535249134
【整租】西乡 荔景名苑 1室0厅,荔景名苑,1500,http://sz.58.com/pinpaigongyu/31651179973563x.shtml?psid=199535608199441681535249134
【整租】西乡 坪洲新村 1室0厅,坪洲新村,1000,http://sz.58.com/pinpaigongyu/33484752493501x.shtml?psid=186193545199441681567779640
【整租】深大北门 高新园单身公寓 1室0厅,【整租】深大北门,1180,http://sz.58.com/pinpaigongyu/33465418680009x.shtml?psid=186193545199441681567779640
【整租】福永 桥头荔园小区 1室1厅,桥头荔园小区,1100,http://sz.58.com/pinpaigongyu/33468071530811x.shtml?psid=186193545199441681567779640
【整租】西乡 固戍华庭 1室1厅,固戍华庭,1100,http://sz.58.com/pinpaigongyu/33468128255933x.shtml?psid=186193545199441681567779640
【整租】科技园 科技园五十八区 1室0厅,科技园五十八区,1000,http://sz.58.com/pinpaigongyu/33476016804145x.shtml?psid=186193545199441681567779640
【整租】西乡 固戍地铁站联升百 1室1厅,固戍地铁站联升百,1300,http://sz.58.com/pinpaigongyu/33388343575482x.shtml?psid=186193545199441681567779640
【整租】西乡 固戍花园 1室0厅,固戍花园,1000,http://sz.58.com/pinpaigongyu/33421105495210x.shtml?psid=186193545199441681567779640
【整租】科技园 高新园地铁站 1室0厅,高新园地铁站,1000,http://sz.58.com/pinpaigongyu/33485740172493x.shtml?psid=186193545199441681567779640
【整租】福永 中粮凤凰里 1室0厅,中粮凤凰里,1250,http://sz.58.com/pinpaigongyu/33412283775824x.shtml?psid=186193545199441681567779640
【整租】科技园 科技园小区 1室1厅,科技园小区,1100,http://sz.58.com/pinpaigongyu/33452220504753x.shtml?psid=186193545199441681567779640
【整租】U港公寓 新安 富源店,新安,1280-1780,http://sz.58.com/pinpaigongyu/31840208096056x.shtml?psid=186193545199441681567779640
【整租】龙岗中心城 i梦i创社区 1室0厅,i梦i创社区,1080,http://sz.58.com/pinpaigongyu/30921897123787x.shtml?psid=186193545199441681567779640
【整租】宇恒公寓 松岗 宇恒公寓,松岗,1400,http://sz.58.com/pinpaigongyu/29626492671427x.shtml?psid=186193545199441681567779640
【整租】大芬村 大芬油画苑 1室1厅,大芬油画苑,1150,http://sz.58.com/pinpaigongyu/33219667450922x.shtml?psid=186193545199441681567779640
【整租】宝安中心区 福中福幸福海岸 1室0厅,福中福幸福海岸,1500,http://sz.58.com/pinpaigongyu/31607868027321x.shtml?psid=186193545199441681567779640
【整租】西乡 糖果公寓 1室0厅,【整租】西乡,1100,http://sz.58.com/pinpaigongyu/33000199548979x.shtml?psid=127783266199441681609427978
【整租】西乡 固戍地铁站 1室0厅,固戍地铁站,1000,http://sz.58.com/pinpaigongyu/33367840128075x.shtml?psid=127783266199441681609427978
【整租】宝安中心区 怡华新村 1室0厅,怡华新村,1500,http://sz.58.com/pinpaigongyu/33441644905784x.shtml?psid=127783266199441681609427978
【整租】西乡 固戍福华大厦 1室0厅,固戍福华大厦,1000,http://sz.58.com/pinpaigongyu/33376529642287x.shtml?psid=127783266199441681609427978
【整租】后海 hold住青年社 1室0厅,hold住青年社,1480,http://sz.58.com/pinpaigongyu/33396826249414x.shtml?psid=127783266199441681609427978
